ticker,trade_date,date,source,headline,summary,time_published,published_dt,label,top_prob,expected_score,p_negative,p_neutral,p_positive,numeric,base,w_recency,w_source,w_impact,w_total,weighted_score
BAC,2025-04-01,2025-03-31 17:00,PR Newswire,SUMMIT HOTEL PROPERTIES COMPLETES $275 MILLION DELAYED DRAW TERM LOAN FINANCING,"Summit Hotel Properties, Inc. announced the successful closing of a new $275 million senior unsecured term loan. This financing includes a delayed draw feature and is intended to repay the majority of the Company's outstanding 1.50% Convertible Senior Notes maturing in February 2026. The move strengthens the balance sheet, extends the debt maturity profile, and preserves financial flexibility for strategic initiatives.",20250331T170000,2025-03-31 17:00:00,negative,0.9377,-0.8877,0.9377,0.0124,0.0499,-1.0,-0.9377,0.9348311920820395,1.0,1.0,0.9348311920820395,-0.8765912088153284
BAC,2025-04-01,2025-03-31 16:02,American Banker,"Homestreet moves on, merges into Mechanics Bank","Homestreet is merging with California-based Mechanics Bank after a previous deal fell through. The new deal values Homestreet at $300 million and Mechanics Bank at $3.3 billion, with Homestreet shareholders owning approximately 8.3% of the combined company. The merger aims to strengthen Mechanics Bank's West Coast presence and address Homestreet's commercial real estate concentration after a significant net loss in 2024.",20250331T160200,2025-03-31 16:02:00,negative,0.8964,-0.8021,0.8964,0.0093,0.0943,-1.0,-0.8964,0.9261718745231462,1.0,1.0,0.9261718745231462,-0.8302204683225483
BAC,2025-04-01,2025-03-31 09:28,TradingView — Track All Markets,"Presidio Property Trust, Inc. SEC 10-K Report","Presidio Property Trust, Inc. has released its annual 10-K report, detailing a 7.3% increase in total revenue to $18.9 million, driven by new leases and model home transactions. The report highlights strategic initiatives, including diversifying its portfolio with office, industrial, and model home properties, and recent acquisitions and dispositions. The company also outlines financial and operational challenges, such as indebtedness, market risks, and the impact of inflation and rising interest rates, while focusing on capital management through stock repurchases and potential property sales.",20250331T092815,2025-03-31 09:28:15,negative,0.9297,-0.8726,0.9297,0.0133,0.0571,-1.0,-0.9297,0.8694687123618494,1.0,1.25,1.0868358904523117,-1.0104313273535142
BAC,2025-04-01,2025-03-31 03:50,Business Wire,"Imprint Secures $500 Million Credit Facility with Mizuho, Truist, and HSBC to Increase Lending Capacity and Accelerate Growth","Imprint, a provider of co-branded credit cards, has secured a $500 million warehouse facility from Mizuho, Truist Bank, and HSBC, increasing its total lending capacity to approximately $1 billion. This funding will enable Imprint to expand lending to its brand partners and accelerate growth, building on its strong performance in 2024. The company aims to scale its operations and create long-term value for its partners and customers through this strategic financial partnership.",20250331T035018,2025-03-31 03:50:18,negative,0.93,-0.8693,0.93,0.0092,0.0608,-1.0,-0.93,0.8235778027950789,1.0,1.25,1.0294722534938485,-0.9574091957492792
BAC,2025-04-01,2025-03-31 03:49,Tampa Bay Business & Wealth,"TD Bank earns top marks in trust, problem resolution in J.D. Power survey","TD Bank has been recognized as No. 1 in Florida for customer satisfaction in the J.D. Power 2025 U.S. Retail Banking Satisfaction Study, scoring 688 out of 1,000. The bank excelled in categories such as trust and problem resolution, marking a significant improvement over the previous year. This achievement reflects a two-year strategy to enhance service and maintain its strong presence in Florida, where it operates numerous branches and is a leading Small Business Administration lender.",20250331T034944,2025-03-31 03:49:44,negative,0.9553,-0.9255,0.9553,0.0149,0.0298,-1.0,-0.9553,0.8235029247891036,1.0,1.0,0.8235029247891036,-0.7866923440510307
BAC,2025-04-01,2025-03-31 03:44,TradingView,Greenidge Generation Holdings Inc. SEC 10-K Report,"Greenidge Generation Holdings Inc. (GREE) has released its annual 10-K report, detailing a 15% decrease in total revenue to $59.5 million but an improved operating loss of $11.4 million. The company is strategically shifting towards datacenter hosting and cryptocurrency mining, expanding operations in Mississippi, and launching new products like the Pod X. Significant financial risks include insufficient cash flows for long-term debt and high dependence on volatile bitcoin prices and energy costs.",20250331T034423,2025-03-31 03:44:23,neutral,0.9711,0.0091,0.0099,0.9711,0.019,0.0,0.0,0.8227963237790913,1.0,1.25,1.0284954047238641,0.0
BAC,2025-04-01,2025-03-31 02:35,The Business Journals,Bank of America expands to growing neighborhood with new branch,"Bank of America has opened a new branch in the rapidly developing NoDa neighborhood of Charlotte. This expansion is part of the bank's broader strategy, as indicated by references to opening over 165 new branches. The article, while brief, highlights the bank's focus on growing areas.",20250331T023511,2025-03-31 02:35:11,negative,0.7863,-0.5801,0.7863,0.0074,0.2063,-1.0,-0.7863,0.8137111894108796,1.0,1.0,0.8137111894108796,-0.6398211082337746
BAC,2025-04-01,2025-03-28 03:40,The Business Journals,Top 5 banks in Pennsylvania for customer satisfaction: J.D. Power,"The article highlights the top 5 banks in Pennsylvania for customer satisfaction according to a J.D. Power study, with Chase leading the list. It notes that the 2025 lineup shows changes from the previous year, indicating focused efforts by banks to improve customer satisfaction. The piece also mentions Chase's significant expansion in Pittsburgh with 26 new branches since fall 2019.",20250328T034005,2025-03-28 03:40:05,negative,0.8743,-0.7629,0.8743,0.0143,0.1114,-1.0,-0.8743,0.4111144204895696,1.0,1.0,0.4111144204895696,-0.3594373378340307
BAC,2025-04-01,2025-03-28 02:48,Mortgage Professional America,"US banks lend $1 trillion to non-bank competitors, raising market concerns","US banks have significantly increased their lending to non-bank financial institutions, reaching $1 trillion in 2024, a trend that outpaces lending to other sectors. While banks view this as a revenue opportunity, regulators are concerned about potential liquidity and credit risks to the financial system. New reporting requirements are in place, but the market's reliance on these loans remains untested in an economic downturn.",20250328T024819,2025-03-28 02:48:19,negative,0.7515,-0.6914,0.7515,0.1884,0.0601,-1.0,-0.7515,0.407713846338094,1.0,1.0,0.407713846338094,-0.3063969555230776
BAC,2025-04-01,2025-03-28 02:47,Investing.com UK,Camtek stock touches 52-week low at $62.07 amid market shifts,"Camtek Ltd (NASDAQ: CAMT) stock recently hit a 52-week low of $62.07, despite the company maintaining strong financial health and impressive revenue growth. Analysts have set price targets significantly higher than the current trading price, with some increasing their earnings estimates. The company's recent Q4 2024 results exceeded expectations, and new product launches and a new Executive Chairman aim to bolster its market position.",20250328T024726,2025-03-28 02:47:26,negative,0.8995,-0.8778,0.8995,0.0788,0.0217,-1.0,-0.8995,0.40765606454458225,1.0,1.0,0.40765606454458225,-0.36668663005785174
