ticker,trade_date,date,source,headline,summary,time_published,published_dt,label,top_prob,expected_score,p_negative,p_neutral,p_positive,numeric,base,w_recency,w_source,w_impact,w_total,weighted_score
COST,2025-01-01,2024-12-31 23:59,TradingView,COSTCO WHOLESALE CORP /NEW SEC 10-K Report,"Costco Wholesale Corporation has released its Form 10-K report for fiscal year 2024, detailing significant financial growth including a 5% increase in net sales to $249,625 million and a 17% increase in net income to $7,367 million. The report highlights strategic initiatives such as warehouse expansion, e-commerce growth, and private-label penetration, alongside future plans for opening new warehouses. Costco also addresses challenges and risks, including market competition, economic factors, supply chain disruptions, and regulatory changes, outlining management strategies to mitigate these issues.",20241231T235959,2024-12-31 23:59:59,negative,0.9152,-0.8428,0.9152,0.0124,0.0724,-1.0,-0.9152,0.9999973258246383,1.0,1.25,1.249996657280798,-1.1439969407433863
COST,2025-01-01,2024-12-31 23:59,Treasure Coast News,Costco plans to move distribution center to Port St. Lucie from West Palm Beach,"Costco is relocating its distribution center from West Palm Beach to Port St. Lucie, with approval granted for tax breaks and land deals for ""Project Everest."" The new facility is expected to create 265 full-time jobs and could lead to a future Costco retail store in the area. The distribution center project is anticipated to have a significant economic impact on the region.",20241231T235959,2024-12-31 23:59:59,negative,0.8217,-0.6565,0.8217,0.0131,0.1652,-1.0,-0.8217,0.9999973258246383,1.0,1.0,0.9999973258246383,-0.8216978026301053
COST,2025-01-01,2024-12-31 23:59,Quartz,Costco's CEO on how the big U.S. port strike could impact holiday shopping,"Costco (COST) Wholesale Corp. is addressing potential supply chain disruptions due to a looming U.S. port strike, especially for nonfood imports ahead of the holiday season. CEO Ron Vachris stated that the company has implemented contingency plans, including pre-shipping goods and exploring alternative ports, to mitigate the impact. While acknowledging the potential for disruption, Costco's reliance on a mix of imported and domestic nonfood items helps manage the risk.",20241231T235959,2024-12-31 23:59:59,neutral,0.6732,0.0065,0.1601,0.6732,0.1666,0.0,0.0,0.9999973258246383,1.0,1.0,0.9999973258246383,0.0
COST,2025-01-01,2024-12-31 23:59,GuruFocus,Costco Wholesale (COST) ROIC % : 20.73% (As of Aug. 2025),"This article details Costco Wholesale's Return on Invested Capital (ROIC %) as 20.73% as of August 2025, highlighting its historical data and competitive comparison within the Discount Stores subindustry. It explains the calculation of ROIC %, emphasizing that Costco generates higher returns than its cost of capital. The piece also provides a business description and lists key executives and recent headlines for Costco.",20241231T235959,2024-12-31 23:59:59,positive,0.9421,0.9049,0.0372,0.0207,0.9421,1.0,0.9421,0.9999973258246383,1.0,1.0,0.9999973258246383,0.9420974806593918
COST,2025-01-01,2024-12-31 23:59,Fortune,Spooked shoppers load up on toilet paper during port strike,"Shoppers in the U.S. are stocking up on toilet paper and other necessities due to fears of supply chain disruptions from a port strike and increased demand in areas affected by Hurricane Helene. Retailers like Costco, Kroger, and Walmart are seeing spikes in demand, with some implementing purchase limits, though major manufacturers believe their supply chains are prepared for the strike. This behavior echoes the early days of the pandemic when similar stocking up occurred.",20241231T235959,2024-12-31 23:59:59,neutral,0.9474,-0.0057,0.0292,0.9474,0.0234,0.0,0.0,0.9999973258246383,1.0,1.0,0.9999973258246383,0.0
COST,2025-01-01,2024-12-31 23:59,AM 800,Costco is cracking down on membership moochers,"Costco is implementing stricter measures to prevent non-members from using membership cards, particularly at self-checkout registers. Employees are now requiring members to show their photo ID in addition to their membership card. This move aims to ensure that customers pay for their own memberships, aligning with Costco's business model.",20241231T235959,2024-12-31 23:59:59,positive,0.8468,0.7899,0.057,0.0962,0.8468,1.0,0.8468,0.9999973258246383,1.0,1.0,0.9999973258246383,0.8467977355083037
COST,2025-01-01,2024-12-31 23:59,CME Group,Why the S&P 500 ESG Index Continues to Outperform the S&P 500,"The S&P 500 ESG Index has consistently outperformed the S&P 500, especially since Q4 2021, driven primarily by stock selection through the exclusion of lower ESG-scoring companies. This outperformance is attributed to factors like strong climate strategy, risk management, and governance. The article also details the index's construction, recent rebalance additions and exclusions, and anticipates future ESG catalytic regulations.",20241231T235959,2024-12-31 23:59:59,positive,0.7308,0.511,0.2197,0.0495,0.7308,1.0,0.7308,0.9999973258246383,1.0,1.0,0.9999973258246383,0.7307980457126456
COST,2025-01-01,2024-12-31 23:59,Morgan Stanley,Retailers Try on More Tech,"Retailers are entering a new phase of growth driven by AI and automation, according to Morgan Stanley. Key technologies like retail media, AI, and automation are expected to boost profitability and growth, particularly for larger retailers who can invest more in these advancements. This technological adoption will lead to margin expansion and consolidation within the retail sector.",20241231T235959,2024-12-31 23:59:59,negative,0.9307,-0.8724,0.9307,0.0111,0.0583,-1.0,-0.9307,0.9999973258246383,1.0,1.0,0.9999973258246383,-0.9306975111449909
COST,2025-01-01,2024-12-31 23:59,Fortune,How these three women choose what you’ll buy at Walmart,"This article highlights the critical role of three women at Walmart Inc. who are responsible for selecting the vast majority of goods sold, totaling $650 billion annually. Latriece Watkins, Megan Crozier, and Andrea Albright are chief merchants and sourcing executives for Walmart U.S., Sam's Club, and global sourcing, respectively. They explain how they identify trends, work with buyers and suppliers, and make strategic decisions to ensure the right products are on shelves for customers, especially during competitive times like the holiday season.",20241231T235959,2024-12-31 23:59:59,positive,0.9212,0.86,0.0613,0.0175,0.9212,1.0,0.9212,0.9999973258246383,1.0,1.0,0.9999973258246383,0.9211975365496569
COST,2025-01-01,2024-12-31 23:59,Treasure Coast News,Costco in Port St. Lucie? Here are five things to know about the distribution depot,"Costco Wholesale Corp. plans to build a new distribution depot in Port St. Lucie, relocating its facility from West Palm Beach to a nearly 200-acre site in Southern Grove. The project, including tax breaks approved by the City Council, is expected to create 265 jobs and have a significant economic impact. While only a distribution center has been confirmed, city officials hint at efforts to bring a retail store to Port St. Lucie as well.",20241231T235959,2024-12-31 23:59:59,positive,0.7089,0.4304,0.2785,0.0126,0.7089,1.0,0.7089,0.9999973258246383,1.0,1.0,0.9999973258246383,0.7088981042770861
COST,2025-01-01,2024-12-31 23:59,Treasure Coast News,Here's what to know about Costco coming to the Treasure Coast,"Costco is under construction in Stuart, Florida, with plans to open by spring 2025, offering a big-box store, gas station, restaurants, and apartments. This new development on Kanner Highway also includes a separate distribution center relocation to Port St. Lucie. The project is a significant addition to the Treasure Coast, with developers building and funding a new public road to connect Kanner Highway and Willoughby Boulevard.",20241231T235959,2024-12-31 23:59:59,positive,0.6181,0.2449,0.3732,0.0088,0.6181,1.0,0.6181,0.9999973258246383,1.0,1.0,0.9999973258246383,0.6180983470922089
COST,2025-01-01,2024-12-31 23:59,Chain Store Age,Costco raises membership fee for first time since 2017,"Costco Wholesale Corp. is increasing its annual membership fees for the first time since 2017. The standard membership fee will rise by $5 to $65, and the premium ""Executive Membership"" fee will increase by $10 to $130, effective September 1. This move, long anticipated by Wall Street, will impact approximately 52 million memberships.",20241231T235959,2024-12-31 23:59:59,negative,0.8894,-0.7893,0.8894,0.0106,0.1,-1.0,-0.8894,0.9999973258246383,1.0,1.0,0.9999973258246383,-0.8893976215884333
COST,2025-01-01,2024-12-30 19:19,WFAA,3 new Costco stores are coming to this booming area of North Texas,"Costco Wholesale Corp. plans to open three new stores in Collin County, North Texas, in 2025, specifically in Celina, Prosper, and Allen. These new locations are driven by the area's robust population growth and existing Costco stores operating at full capacity. The expansion underscores major retailers' significant investment in this rapidly growing part of the Metroplex.",20241230T191900,2024-12-30 19:19:00,negative,0.9081,-0.8253,0.9081,0.0091,0.0828,-1.0,-0.9081,0.7587099538813963,1.0,1.0,0.7587099538813963,-0.688984509119696
COST,2025-01-01,2024-12-30 06:55,Progressive Grocer,How Vending Kiosks Curb Store Shrink and Optimize Labor,"Cantaloupe, Inc. has expanded its Smart Store vending machine line (600 and 700 models) for grocery stores, aiming to reduce shrink, optimize labor, and offer convenient shopping for shelf-stable and fresh items. These machines use weighted shelves and cameras for inventory monitoring and allow various payment methods. According to Cantaloupe's chief revenue officer, Jeff Dumbrell, the kiosks can nearly eliminate theft and improve customer experience by speeding up transactions, even for high-cost items typically prone to theft.",20241230T065528,2024-12-30 06:55:28,negative,0.7251,-0.4644,0.7251,0.0143,0.2606,-1.0,-0.7251,0.6733862522968522,1.0,1.0,0.6733862522968522,-0.4882723715404475
COST,2025-01-01,2024-12-30 06:54,The Globe and Mail,3 Reasons Costco Stock Will Have More Room to Run in 2025,"Costco (NASDAQ: COST) stock, despite a recent dip, is poised for further growth in 2025 due to strong customer retention, ambitious expansion plans including e-commerce, and a robust cash balance. The company's recent membership fee increase has not impacted its high retention rate, and ongoing store openings and digital growth, alongside a significant cash position and potential future stock split, suggest continued upside.",20241230T065431,2024-12-30 06:54:31,negative,0.9516,-0.9289,0.9516,0.0256,0.0227,-1.0,-0.9516,0.6732836170653451,1.0,1.0,0.6732836170653451,-0.6406966899993825
COST,2025-01-01,2024-12-30 00:44,Daily Express US,Costco to shut down 500 stores for 24 hours with Aldi and Sam's Club also closed,"Costco Wholesale Corp will close all 500+ of its U.S. stores on New Year's Day, January 1, 2025, following a Christmas Day closure. Other major retailers like Aldi and Sam's Club will also be closed, while Walmart, Target, and Kroger will maintain normal operating hours. All affected retailers will resume regular operations on January 2.",20241230T004400,2024-12-30 00:44:00,neutral,0.9264,0.059,0.0073,0.9264,0.0663,0.0,0.0,0.6344236766829767,1.0,1.0,0.6344236766829767,0.0
COST,2025-01-01,2024-12-29 12:30,Fox Business,Costco defends DEI program as other major retailers drop controversial diversity push,"Costco's board of directors is urging shareholders to vote against a proposal to eliminate its Diversity, Equity, and Inclusion (DEI) program, defending its practices as beneficial for employees, members, and suppliers. This comes as other major retailers have scaled back similar initiatives following a Supreme Court ruling and warnings from state attorneys general. The National Center for Public Policy Research is challenging Costco's DEI program, alleging it involves discriminatory practices and rebrands rather than eliminates problematic policies.",20241229T123000,2024-12-29 12:30:00,neutral,0.9434,0.0288,0.0139,0.9434,0.0427,0.0,0.0,0.5639390343903168,1.0,1.0,0.5639390343903168,0.0
COST,2025-01-01,2024-12-27 00:00,MoneyMorning.com,Costco Drops Amid Yield Concerns: Why $900 Could Be the Next Big Opportunity,"Costco Wholesale Corp. (COST) experienced a 3% drop due to rising 10-year Treasury yields, signaling investor concerns about inflation and consumer spending. Despite a strong 43% gain in 2024, the selloff highlights macroeconomic headwinds. Analysts are watching the stock's 50-day moving average, with a potential short-term target of $900, which could be a buying opportunity for long-term investors.",20241227T000000,2024-12-27 00:00:00,neutral,0.9694,-0.0043,0.0174,0.9694,0.0132,0.0,0.0,0.3149802624737183,1.0,1.0,0.3149802624737183,0.0
COST,2025-01-01,2024-12-26 06:51,MarketBeat,3 Stocks With Rising Prices That Are Likely to Split in 2025,"The article identifies Broadcom (AVGO), Casey's General Stores (CASY), and Costco (COST) as companies whose stock prices are high enough to warrant a stock split in 2025. Stock splits make shares more affordable, increase market liquidity, and signal company confidence, often leading to outperformance. The author details the financial health and growth drivers for each company, reinforcing the likelihood of future splits.",20241226T065150,2024-12-26 06:51:50,positive,0.7973,0.618,0.1793,0.0235,0.7973,1.0,0.7973,0.26707776733120603,1.0,1.0,0.26707776733120603,0.21294110389317056
