ticker,trade_date,date,source,headline,summary,time_published,published_dt,label,top_prob,expected_score,p_negative,p_neutral,p_positive,numeric,base,w_recency,w_source,w_impact,w_total,weighted_score
NVDA,2025-04-01,2025-04-01 19:53,TradingView,GPIQ ETF Holdings List — NASDAQ:GPIQ,"This article provides the current holdings list for the Goldman Sachs Nasdaq-100 Premium Income ETF (GPIQ) as of February 27, 2026. It details the top holdings, including NVIDIA, Apple, Microsoft, Amazon, and Tesla, along with their respective weight percentages, number of shares, and market values. The data offers insights into the fund's composition and its major investments.",20250401T195313,2025-04-01 19:53:13,positive,0.9492,0.9186,0.0306,0.0201,0.9492,1.0,0.9492,1.0,1.0,1.0,1.0,0.9492
NVDA,2025-04-01,2025-04-01 19:39,TradingView,IBOT ETF Holdings List — NASDAQ:IBOT,"This article provides the holdings list for the VanEck Robotics ETF (IBOT) as of March 13, 2026. It details the top companies by weight within the ETF, including ASML Holding NV, ABB Ltd., Keyence Corporation, NVIDIA Corporation, and Emerson Electric Co., along with their share counts and market values. The data offers insight into the companies the ETF invests in within the robotics and automation sector.",20250401T193921,2025-04-01 19:39:21,positive,0.9501,0.9204,0.0296,0.0203,0.9501,1.0,0.9501,1.0,1.0,1.0,1.0,0.9501
NVDA,2025-04-01,2025-04-01 17:52,TradingView,DGRW ETF Holdings List — LSE:DGRW,"This article provides a list of the top holdings for the DGRW ETF (WisdomTree US Quality Dividend Growth UCITS ETF USD) as of March 2, 2026. It details the weight, shares, and market value for each of the top ten companies, including Microsoft, Exxon Mobil, and Apple. The information is presented in a structured table format with financial data.",20250401T175229,2025-04-01 17:52:29,positive,0.9536,0.9282,0.0254,0.021,0.9536,1.0,0.9536,1.0,1.0,1.0,1.0,0.9536
NVDA,2025-04-01,2025-04-01 12:52,TradingView,SPMO ETF Holdings List — AMEX:SPMO,"This article provides the holdings list for the Invesco S&P 500 Momentum ETF (SPMO). As of March 12, 2026, the fund's top holdings include Broadcom Inc., NVIDIA Corporation, Meta Platforms Inc. Class A, JPMorgan Chase & Co., and Palantir Technologies Inc. The list details the weight percentage, number of shares, and market value for each holding.",20250401T125205,2025-04-01 12:52:05,positive,0.9527,0.9325,0.0201,0.0272,0.9527,1.0,0.9527,1.0,1.0,1.0,1.0,0.9527
NVDA,2025-04-01,2025-04-01 12:51,TradingView,ARTY ETF Holdings List — AMEX:ARTY,"The ARTY ETF (iShares Future AI & Tech ETF) holdings list, as of February 26, 2026, details its top investments. Key holdings include Micron Technology, Taiwan Semiconductor, SK Hynix, NAVER Corp., NVIDIA, and Advanced Micro Devices. The ETF focuses on companies involved in artificial intelligence and technology.",20250401T125120,2025-04-01 12:51:20,positive,0.9505,0.9159,0.0346,0.0149,0.9505,1.0,0.9505,1.0,1.0,1.0,1.0,0.9505
NVDA,2025-04-01,2025-04-01 11:38,TradingView,TECL ETF Holdings List — AMEX:TECL,"This article provides the TECL ETF Holdings List as of March 17, 2026. It details the fund's composition, including the weight, shares, and market value of its top holdings, such as U.S. Dollar, NVIDIA (NVDA), Apple (AAPL), and Microsoft (MSFT). The list offers insights into the fund's investment allocation across key technology and financial assets.",20250401T113838,2025-04-01 11:38:38,positive,0.9445,0.9043,0.0402,0.0153,0.9445,1.0,0.9445,1.0,1.0,1.0,1.0,0.9445
NVDA,2025-04-01,2025-04-01 06:52,TradingView,SPYI ETF Holdings List — CBOE:SPYI,"This article lists the top holdings of the NEOS S&P 500 High Income ETF (SPYI) as of February 26, 2026. Key holdings include major technology companies like NVIDIA, Apple, Microsoft, and Amazon, along with others such as Alphabet and Tesla. The list details the weight, number of shares, and market value for each of the top ten holdings.",20250401T065251,2025-04-01 06:52:51,positive,0.9502,0.9247,0.0255,0.0243,0.9502,1.0,0.9502,1.0,1.0,1.0,1.0,0.9502
NVDA,2025-04-01,2025-04-01 06:39,TradingView,CARZ ETF Holdings List — NASDAQ:CARZ,"This article lists the top holdings for the First Trust S-Network Future Vehicles & Technology ETF (CARZ) as of March 26, 2026. Key holdings include Samsung Electronics, Micron Technology, Taiwan Semiconductor Manufacturing, Advanced Micro Devices, and Apple. The ETF focuses on companies involved in future vehicles and technology.",20250401T063910,2025-04-01 06:39:10,positive,0.9513,0.918,0.0333,0.0154,0.9513,1.0,0.9513,1.0,1.0,1.0,1.0,0.9513
NVDA,2025-04-01,2025-04-01 03:52,TradingView,QQQI ETF Holdings List — NASDAQ:QQQI,"This article provides the holdings list for the NEOS Nasdaq 100 High Income ETF (QQQI) as of February 26, 2026. Key holdings include NVIDIA, Apple, Microsoft, and Amazon. The list details the weight percentage, number of shares, and market value for each company held by the ETF.",20250401T035222,2025-04-01 03:52:22,positive,0.9544,0.9335,0.0209,0.0247,0.9544,1.0,0.9544,1.0,1.0,1.0,1.0,0.9544
NVDA,2025-04-01,2025-03-31 14:39,TradingView,BOTZ ETF Holdings List — NASDAQ:BOTZ,"This article provides a detailed list of the holdings for the Global X Robotics & Artificial Intelligence ETF (BOTZ) as of March 17, 2026. It includes the symbol, weight percentage, number of shares, and market value for each of the top holdings, with companies like ABB Ltd., NVIDIA Corporation, and Intuitive Surgical, Inc. being prominent. The information is presented to give investors insights into the fund's composition.",20250331T143958,2025-03-31 14:39:58,positive,0.9506,0.9207,0.0299,0.0195,0.9506,1.0,0.9506,0.9140611914922951,1.0,1.0,0.9140611914922951,0.8689065686325758
